EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
516,41,No,Non-Travel,Research & Development,23,2,Human Resources,2,Male,2,4,Manufacturing Director,3,Single,109492,8,No,17,3,4,1,23,1,3,2,2,2,2
517,30,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1,Male,3,5,Healthcare Representative,2,Divorced,158730,8,Yes,20,3,3,2,12,0,3,0,0,0,0
518,40,Yes,Non-Travel,Research & Development,19,1,Life Sciences,4,Female,3,1,Laboratory Technician,4,Married,46527,1,Yes,21,3,3,0,22,1,4,0,0,0,0
519,34,Yes,Travel_Frequently,Sales,14,4,Marketing,4,Male,4,1,Sales Executive,4,Divorced,80978,7,No,12,3,2,2,16,5,2,16,16,3,7
520,41,No,Travel_Rarely,Sales,18,1,Human Resources,3,Male,1,1,Sales Executive,2,Divorced,46966,4,No,14,3,3,0,23,0,4,0,0,0,0
521,43,Yes,Travel_Frequently,Research & Development,26,4,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,79187,8,Yes,15,3,2,3,25,5,2,13,13,0,0
522,27,Yes,Non-Travel,Sales,9,3,Human Resources,4,Female,3,5,Manager,1,Single,146338,6,No,17,3,2,0,9,3,3,0,0,0,0
523,46,Yes,Travel_Frequently,Research & Development,6,3,Technical Degree,4,Male,3,2,Manager,4,Single,70316,8,No,17,3,3,0,28,2,3,1,0,1,1
524,40,No,Non-Travel,Research & Development,7,5,Medical,1,Female,4,1,Laboratory Technician,2,Single,86364,8,No,17,3,3,0,22,0,3,5,3,3,3
525,38,No,Travel_Rarely,Research & Development,14,1,Life Sciences,4,Male,2,2,Manager,3,Married,90358,7,Yes,11,4,4,1,20,3,3,9,2,2,1
526,41,No,Travel_Rarely,Sales,11,1,Life Sciences,3,Female,2,1,Sales Executive,4,Married,49010,0,No,25,3,3,2,23,4,1,18,10,0,3
527,42,No,Travel_Rarely,Sales,4,1,Medical,3,Female,3,2,Sales Representative,3,Single,103278,1,No,16,4,3,0,24,6,3,6,0,1,4
528,27,No,Travel_Frequently,Research & Development,4,1,Marketing,4,Female,3,1,Manager,1,Single,92224,0,Yes,25,3,4,0,9,2,4,19,0,1,4
529,46,No,Travel_Frequently,Research & Development,17,5,Medical,2,Male,3,5,Healthcare Representative,3,Divorced,170122,6,No,18,3,2,1,28,5,3,2,0,2,2
530,42,No,Non-Travel,Sales,16,1,Medical,2,Female,4,1,Manager,2,Single,56802,3,No,12,3,3,0,24,5,1,4,4,3,0
531,50,No,Travel_Frequently,Sales,5,2,Marketing,3,Female,3,1,Sales Executive,3,Married,82809,2,No,19,3,4,2,32,6,4,12,6,6,3
532,18,No,Non-Travel,Research & Development,6,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Married,65550,1,No,11,4,3,1,0,1,4,1,1,0,1
533,52,Yes,Travel_Frequently,Sales,14,2,Marketing,3,Male,3,2,Manager,2,Single,113595,0,No,17,3,3,0,34,5,3,3,0,0,2
534,38,Yes,Travel_Frequently,Research & Development,8,5,Other,2,Female,4,1,Research Director,1,Divorced,58625,3,No,19,3,2,0,20,0,2,14,8,2,0
535,42,Yes,Travel_Rarely,Research & Development,16,3,Other,2,Female,3,2,Manager,2,Single,77935,2,Yes,25,3,4,0,24,4,3,2,2,2,0
536,39,No,Travel_Frequently,Sales,19,1,Technical Degree,3,Male,4,5,Sales Representative,3,Single,162305,0,Yes,16,4,4,0,21,4,1,25,2,3,0
537,32,Yes,Travel_Frequently,Research & Development,9,3,Technical Degree,2,Male,4,2,Healthcare Representative,2,Single,87053,5,No,15,3,3,0,14,4,1,25,6,3,11
538,35,No,Non-Travel,Research & Development,19,4,Marketing,4,Female,4,1,Manager,3,Single,58801,2,No,18,3,4,0,17,2,1,0,0,0,0
539,32,Yes,Non-Travel,Research & Development,9,3,Medical,4,Female,3,4,Research Scientist,3,Single,125726,5,Yes,17,3,4,1,14,2,3,1,0,1,1
540,36,Yes,Travel_Frequently,Research & Development,22,2,Marketing,3,Female,4,2,Manufacturing Director,4,Married,97191,2,Yes,15,3,1,0,18,4,2,2,2,0,1
541,32,No,Travel_Rarely,Research & Development,28,5,Other,3,Female,4,4,Laboratory Technician,1,Divorced,124721,2,Yes,25,3,3,3,14,2,1,2,1,2,0
542,42,No,Travel_Frequently,Sales,4,3,Marketing,2,Male,3,2,Manager,4,Divorced,81638,6,No,17,4,4,0,24,3,1,1,1,1,0
543,36,Yes,Non-Travel,Research & Development,29,4,Life Sciences,2,Male,2,3,Research Director,2,Single,97273,7,No,13,3,3,1,18,4,3,2,2,2,0
544,38,No,Travel_Frequently,Human Resources,10,2,Human Resources,4,Female,1,2,Manager,3,Divorced,130395,1,No,13,3,4,0,20,6,3,1,1,0,1
545,36,No,Travel_Rarely,Research & Development,21,1,Marketing,3,Male,4,3,Healthcare Representative,3,Divorced,97504,0,No,11,3,4,2,18,0,1,2,2,0,2
546,52,No,Travel_Frequently,Research & Development,21,2,Marketing,4,Male,2,3,Research Scientist,3,Divorced,105181,7,No,14,4,2,2,34,1,1,5,4,3,5
547,40,No,Travel_Rarely,Research & Development,4,3,Technical Degree,3,Male,3,1,Research Director,1,Married,41084,8,No,17,3,1,2,22,3,2,12,12,4,1
548,36,No,Travel_Frequently,Research & Development,7,4,Technical Degree,3,Female,4,4,Research Director,3,Married,108922,2,No,22,3,2,1,18,4,3,9,2,1,7
549,45,No,Travel_Frequently,Research & Development,2,5,Technical Degree,2,Female,1,2,Manager,3,Single,84502,9,No,11,3,3,3,27,3,3,3,1,1,3
550,34,No,Non-Travel,Research & Development,21,5,Marketing,4,Male,4,5,Healthcare Representative,3,Married,145502,1,No,21,3,3,2,16,1,3,21,0,1,3
551,56,No,Travel_Frequently,Research & Development,5,3,Human Resources,4,Female,3,5,Manager,1,Divorced,147614,8,Yes,21,3,4,1,38,6,3,1,1,0,1
552,38,Yes,Travel_Rarely,Sales,24,4,Technical Degree,3,Male,3,1,Sales Executive,3,Single,53540,3,No,25,4,3,1,20,0,3,1,1,0,0
553,32,No,Travel_Rarely,Research & Development,16,4,Other,4,Female,3,3,Research Scientist,3,Married,122500,9,No,14,3,3,0,14,4,4,18,14,1,0
554,47,No,Non-Travel,Research & Development,11,2,Other,4,Male,4,2,Laboratory Technician,3,Divorced,82302,6,No,19,4,4,1,29,4,2,3,0,1,3
555,32,No,Travel_Frequently,Research & Development,17,3,Life Sciences,4,Female,3,2,Research Director,3,Single,97258,1,No,12,3,4,0,14,4,4,7,0,0,7
556,29,No,Non-Travel,Sales,20,5,Marketing,4,Female,4,5,Sales Executive,2,Married,136699,9,Yes,24,3,4,0,11,1,1,0,0,0,0
557,31,No,Non-Travel,Sales,2,2,Technical Degree,3,Female,2,3,Sales Representative,1,Single,116875,5,Yes,21,4,4,3,13,6,2,4,1,0,2
558,28,No,Travel_Frequently,Research & Development,16,5,Medical,3,Female,3,5,Research Scientist,4,Divorced,139983,4,No,11,3,1,1,10,5,3,1,1,1,1
559,31,No,Travel_Frequently,Research & Development,25,4,Other,4,Male,3,5,Laboratory Technician,1,Single,156865,0,No,18,3,3,2,13,4,2,4,2,1,4
560,32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,4,Female,1,2,Sales Executive,2,Single,110825,8,No,11,4,1,0,14,4,2,12,0,0,0
561,38,No,Travel_Frequently,Sales,12,2,Technical Degree,3,Male,2,5,Sales Representative,1,Divorced,118041,3,No,22,3,4,3,20,3,3,6,6,1,2
562,18,Yes,Non-Travel,Sales,5,5,Medical,4,Male,4,2,Manager,2,Married,115870,9,No,15,3,1,1,0,3,3,12,0,0,2
563,31,No,Travel_Frequently,Research & Development,3,1,Marketing,3,Male,3,5,Laboratory Technician,3,Divorced,154942,4,Yes,17,3,2,1,13,4,3,6,1,0,1
564,32,No,Travel_Rarely,Research & Development,27,3,Human Resources,3,Male,3,1,Research Scientist,2,Single,88857,0,Yes,23,4,3,0,14,4,1,9,0,2,1
565,43,No,Travel_Frequently,Research & Development,17,3,Medical,4,Male,4,4,Manufacturing Director,3,Married,157729,6,No,22,3,2,2,25,4,4,18,1,0,0
566,37,Yes,Travel_Frequently,Sales,9,5,Life Sciences,1,Female,3,3,Sales Executive,4,Single,129438,9,No,16,3,3,1,19,2,2,10,1,0,0
567,37,No,Travel_Frequently,Sales,20,5,Marketing,3,Female,4,2,Sales Executive,3,Single,93783,0,Yes,12,3,3,0,19,4,4,18,1,1,4
568,44,No,Travel_Rarely,Sales,2,5,Other,4,Male,3,1,Sales Representative,2,Single,63166,8,Yes,18,3,2,3,26,6,3,20,8,2,1
569,44,Yes,Travel_Frequently,Human Resources,27,4,Life Sciences,2,Female,2,2,Human Resources,1,Divorced,112090,3,Yes,20,3,3,2,26,2,2,32,1,0,0
570,22,No,Non-Travel,Sales,4,5,Medical,3,Female,1,5,Sales Representative,4,Married,144112,4,No,25,3,2,2,4,1,4,2,2,2,0
571,42,No,Non-Travel,Research & Development,19,5,Other,3,Female,4,5,Manager,3,Married,147142,1,No,20,3,2,2,24,1,3,0,0,0,0
572,37,Yes,Travel_Frequently,Research & Development,4,2,Technical Degree,3,Female,4,3,Research Scientist,3,Divorced,65132,5,Yes,18,3,3,0,19,1,2,1,1,1,1
573,41,No,Travel_Frequently,Research & Development,20,3,Marketing,3,Female,2,3,Healthcare Representative,3,Married,132815,6,No,20,3,4,0,23,5,3,16,6,2,0
574,28,No,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,2,3,Laboratory Technician,4,Married,136210,8,Yes,25,3,1,1,10,5,4,3,3,3,3
575,47,No,Travel_Frequently,Sales,24,1,Life Sciences,3,Female,2,4,Manager,3,Divorced,113405,5,No,20,3,4,3,29,4,3,2,0,0,1
576,48,No,Travel_Frequently,Research & Development,19,3,Other,2,Female,4,1,Manager,3,Divorced,66117,1,No,25,3,4,0,30,1,2,0,0,0,0
577,19,No,Non-Travel,Research & Development,25,2,Medical,2,Female,4,5,Research Director,1,Single,148970,6,No,16,3,3,2,1,2,3,6,2,0,0
578,45,No,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Healthcare Representative,2,Single,71586,4,Yes,23,3,3,1,27,4,3,2,2,2,2
579,39,No,Non-Travel,Sales,5,4,Marketing,4,Male,1,5,Manager,3,Single,169085,9,Yes,22,3,4,2,21,3,1,7,7,1,1
580,35,No,Non-Travel,Research & Development,17,3,Marketing,4,Female,3,1,Manufacturing Director,4,Married,71400,3,Yes,12,3,2,2,17,5,4,6,2,0,6
581,50,No,Non-Travel,Sales,5,5,Technical Degree,2,Female,2,4,Manager,1,Single,139031,0,No,21,3,3,0,32,5,4,0,0,0,0
582,39,Yes,Non-Travel,Research & Development,23,2,Life Sciences,4,Female,4,1,Laboratory Technician,2,Married,51373,1,Yes,19,3,4,0,21,3,4,2,2,2,2
583,19,No,Travel_Frequently,Research & Development,10,1,Medical,2,Female,3,2,Manager,3,Single,77094,6,No,16,3,2,1,1,4,3,0,0,0,0
584,42,No,Travel_Rarely,Sales,1,3,Marketing,4,Male,2,1,Sales Representative,4,Divorced,49967,7,No,17,3,3,2,24,4,3,2,2,0,2
585,36,No,Non-Travel,Sales,10,4,Technical Degree,4,Female,2,3,Sales Representative,3,Single,129886,3,No,21,3,2,2,18,2,3,3,1,3,1
586,23,No,Travel_Frequently,Research & Development,21,1,Human Resources,4,Female,4,1,Research Scientist,3,Single,27517,5,Yes,23,3,3,1,5,6,1,12,1,0,6
587,33,Yes,Travel_Frequently,Research & Development,13,4,Life Sciences,3,Male,3,1,Manufacturing Director,2,Single,87308,0,Yes,19,3,3,0,15,6,3,4,1,4,0
588,38,No,Non-Travel,Research & Development,23,4,Life Sciences,4,Male,4,1,Laboratory Technician,1,Single,76738,1,Yes,12,3,2,2,20,0,3,5,0,1,2
589,41,No,Travel_Frequently,Sales,19,4,Technical Degree,3,Female,1,1,Manager,3,Married,55265,3,Yes,15,4,3,0,23,0,3,24,3,2,0
590,28,No,Travel_Frequently,Research & Development,19,1,Technical Degree,2,Female,3,4,Manufacturing Director,3,Single,126900,8,No,12,3,3,0,10,5,1,6,6,2,0
591,43,Yes,Travel_Frequently,Research & Development,17,5,Medical,1,Male,3,4,Healthcare Representative,4,Single,99250,2,Yes,20,3,4,0,25,3,2,3,3,3,3
592,24,No,Travel_Frequently,Sales,8,3,Technical Degree,3,Male,4,2,Sales Executive,3,Divorced,79358,8,No,16,4,4,1,6,3,1,0,0,0,0
593,32,Yes,Non-Travel,Human Resources,6,5,Technical Degree,2,Male,2,2,Human Resources,1,Single,93065,1,Yes,25,3,3,2,14,0,1,3,0,0,3
594,36,No,Non-Travel,Sales,7,5,Other,4,Female,4,5,Sales Executive,4,Married,142060,2,No,15,3,3,1,18,1,3,1,1,1,1
595,52,No,Travel_Frequently,Sales,23,1,Human Resources,3,Male,3,1,Sales Representative,4,Married,70276,0,No,22,3,2,0,34,2,3,22,0,4,10
596,39,Yes,Non-Travel,Research & Development,20,4,Marketing,3,Female,3,3,Research Scientist,4,Divorced,120390,6,No,22,3,2,1,21,4,1,6,2,2,3
597,30,No,Travel_Rarely,Research & Development,24,5,Other,2,Male,4,1,Research Scientist,2,Married,97270,9,Yes,15,4,3,0,12,4,4,9,6,0,7
598,47,No,Travel_Frequently,Human Resources,17,1,Medical,1,Male,2,1,Human Resources,3,Divorced,72105,6,No,18,3,4,0,29,5,1,3,1,3,1
599,36,No,Non-Travel,Research & Development,26,3,Other,4,Female,4,2,Healthcare Representative,4,Single,108284,6,No,18,3,4,2,18,4,4,5,1,1,1
600,36,No,Non-Travel,Sales,1,2,Technical Degree,3,Female,4,3,Sales Representative,2,Married,116294,5,Yes,25,3,4,0,18,1,3,9,1,2,6
601,35,No,Non-Travel,Sales,19,1,Other,2,Female,3,2,Sales Representative,1,Married,98697,4,No,21,3,3,1,17,2,3,10,1,9,0
602,51,No,Non-Travel,Research & Development,15,1,Marketing,4,Male,4,1,Manager,1,Single,86059,6,Yes,24,3,4,0,33,6,2,8,0,5,0
603,25,No,Travel_Rarely,Research & Development,13,4,Other,4,Male,4,2,Manager,3,Divorced,98585,5,No,11,4,2,0,7,4,4,2,2,1,0
604,34,No,Non-Travel,Research & Development,4,3,Technical Degree,2,Female,2,1,Manager,3,Divorced,51857,0,No,15,3,3,0,16,2,2,9,9,0,1
605,46,No,Travel_Rarely,Sales,8,3,Other,3,Male,4,3,Sales Executive,2,Divorced,134831,5,Yes,12,4,4,2,28,3,4,1,1,0,1
606,41,No,Travel_Frequently,Sales,3,4,Marketing,3,Female,4,1,Sales Representative,1,Divorced,64629,4,Yes,22,3,2,0,23,2,2,18,2,0,0
607,19,Yes,Travel_Rarely,Research & Development,17,5,Other,3,Male,4,1,Manager,4,Married,89774,4,Yes,16,3,2,1,1,1,3,0,0,0,0
608,36,No,Travel_Frequently,Sales,21,3,Life Sciences,3,Male,3,5,Sales Representative,3,Single,149436,9,No,16,3,3,1,18,0,3,6,2,6,3
609,45,No,Non-Travel,Human Resources,8,3,Other,2,Female,3,2,Human Resources,3,Married,74682,6,No,17,3,4,0,27,5,1,2,2,0,2
610,36,Yes,Travel_Frequently,Sales,19,2,Medical,4,Male,3,2,Sales Executive,4,Divorced,80957,9,No,19,3,1,2,18,5,3,12,6,0,1
611,36,Yes,Non-Travel,Sales,24,2,Medical,1,Female,3,2,Sales Executive,2,Divorced,76550,3,Yes,14,3,4,2,18,6,2,2,2,0,0
612,18,No,Non-Travel,Research & Development,5,4,Marketing,4,Male,4,2,Healthcare Representative,3,Married,84377,1,No,13,3,4,2,0,3,4,2,2,1,0
613,48,Yes,Travel_Rarely,Research & Development,20,4,Life Sciences,3,Female,4,2,Research Scientist,4,Divorced,94697,5,No,24,3,3,0,30,4,2,9,0,0,1
614,26,Yes,Travel_Frequently,Sales,17,1,Technical Degree,3,Male,4,2,Sales Representative,3,Single,63722,6,Yes,13,3,3,1,8,1,3,7,0,0,1
615,28,No,Non-Travel,Research & Development,21,1,Human Resources,3,Male,4,2,Research Scientist,3,Married,99123,0,No,17,3,3,0,10,2,3,7,1,4,7
616,27,Yes,Travel_Frequently,Sales,20,4,Technical Degree,3,Female,2,1,Manager,2,Single,58713,9,Yes,14,3,4,0,9,2,4,3,1,2,3
617,45,No,Travel_Rarely,Research & Development,15,3,Marketing,2,Male,4,4,Healthcare Representative,3,Divorced,137832,2,No,16,3,2,1,27,2,3,3,0,2,1
618,26,Yes,Travel_Rarely,Sales,27,5,Human Resources,1,Female,3,1,Manager,1,Married,83405,7,Yes,20,3,3,0,8,5,4,0,0,0,0
619,45,Yes,Non-Travel,Sales,3,4,Life Sciences,1,Male,3,2,Manager,4,Single,117444,4,Yes,21,3,4,0,27,5,4,14,1,1,3
620,23,No,Travel_Frequently,Research & Development,22,3,Marketing,4,Male,4,2,Laboratory Technician,3,Single,61799,0,Yes,17,4,4,0,5,4,3,2,2,2,0
621,38,No,Non-Travel,Research & Development,27,4,Human Resources,3,Female,4,2,Healthcare Representative,4,Married,96381,9,Yes,22,3,2,1,20,2,1,12,3,3,0
622,28,No,Travel_Frequently,Research & Development,2,5,Life Sciences,4,Male,3,2,Research Director,2,Divorced,79845,2,No,17,3,4,1,10,5,2,10,1,4,0
623,45,No,Travel_Frequently,Sales,1,3,Human Resources,3,Female,3,2,Manager,4,Divorced,96768,9,No,17,4,2,3,27,3,3,2,2,1,2
624,43,No,Travel_Frequently,Research & Development,7,4,Human Resources,4,Male,2,1,Manufacturing Director,2,Married,96726,6,No,17,3,2,2,25,4,3,3,1,2,1
625,27,No,Non-Travel,Research & Development,1,5,Marketing,2,Female,3,2,Manager,3,Married,101362,2,No,13,3,4,0,9,6,3,6,5,0,0
626,39,No,Travel_Rarely,Research & Development,1,3,Human Resources,3,Female,3,5,Manager,3,Single,135181,9,No,22,3,2,1,21,4,3,13,0,2,1
627,44,Yes,Travel_Frequently,Sales,16,2,Marketing,4,Male,4,3,Sales Representative,4,Single,109414,5,Yes,24,3,4,0,26,5,3,2,2,0,0
628,27,No,Travel_Rarely,Research & Development,8,4,Other,2,Male,3,3,Manufacturing Director,3,Single,138671,5,No,25,4,3,2,9,6,2,5,0,0,4
629,38,No,Non-Travel,Research & Development,27,1,Marketing,3,Female,2,4,Research Director,1,Married,144068,8,No,11,3,4,2,20,5,3,5,2,0,0
630,21,No,Travel_Frequently,Research & Development,5,2,Technical Degree,2,Female,4,2,Research Director,1,Single,105880,2,Yes,17,3,4,0,3,2,3,17,2,0,5
631,39,No,Travel_Rarely,Sales,5,5,Marketing,3,Female,3,3,Manager,4,Single,82131,4,Yes,11,3,3,2,21,4,3,8,8,3,4
632,40,No,Non-Travel,Research & Development,21,2,Life Sciences,4,Male,4,2,Healthcare Representative,2,Single,92221,9,Yes,24,3,2,0,22,2,3,2,0,0,0
633,47,Yes,Travel_Frequently,Sales,6,5,Technical Degree,4,Female,3,2,Manager,4,Single,111545,6,No,25,3,3,2,29,6,3,6,0,2,1
634,42,Yes,Travel_Rarely,Human Resources,1,5,Medical,2,Male,3,2,Manager,2,Divorced,119118,7,No,25,3,4,0,24,4,4,2,0,0,2
635,39,No,Travel_Rarely,Research & Development,24,2,Other,4,Male,4,1,Healthcare Representative,4,Divorced,79697,8,No,14,3,1,0,21,1,3,0,0,0,0
636,28,No,Travel_Rarely,Sales,25,5,Technical Degree,2,Female,4,2,Manager,1,Married,110331,0,No,14,3,1,1,10,1,4,2,0,1,2
637,37,No,Non-Travel,Sales,29,1,Other,1,Male,3,1,Manager,1,Married,78310,9,No,20,3,3,0,19,0,2,5,0,1,1
638,22,No,Non-Travel,Research & Development,11,3,Other,2,Male,3,1,Manufacturing Director,3,Divorced,92551,4,Yes,24,3,3,0,4,2,3,1,0,0,0
639,49,No,Travel_Rarely,Human Resources,22,5,Medical,3,Female,4,1,Human Resources,4,Single,32682,1,No,18,3,2,2,31,6,3,14,14,1,6
640,26,No,Non-Travel,Research & Development,6,3,Human Resources,3,Female,2,1,Healthcare Representative,2,Married,53870,2,No,13,3,2,1,8,6,3,3,3,2,1
641,40,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,2,Laboratory Technician,4,Married,75931,7,No,17,3,3,3,22,2,2,0,0,0,0
642,41,Yes,Travel_Frequently,Research & Development,7,2,Human Resources,2,Female,3,1,Manufacturing Director,4,Divorced,75424,6,Yes,19,3,2,2,23,2,4,4,4,1,0
643,55,No,Travel_Rarely,Sales,19,4,Life Sciences,4,Female,3,5,Sales Representative,3,Single,134778,7,No,15,4,4,1,37,1,4,13,0,0,13
644,36,No,Non-Travel,Research & Development,3,4,Medical,1,Male,4,2,Healthcare Representative,4,Married,75265,9,No,20,3,4,1,18,2,4,6,3,0,0
645,38,No,Travel_Frequently,Research & Development,11,4,Medical,4,Male,4,1,Healthcare Representative,4,Married,56438,7,No,25,3,4,0,20,5,3,5,1,2,5
646,36,No,Travel_Frequently,Research & Development,2,5,Marketing,3,Male,4,1,Healthcare Representative,3,Divorced,61160,8,Yes,11,3,4,0,18,2,4,8,1,0,3
647,51,No,Travel_Frequently,Sales,25,4,Marketing,3,Male,2,5,Sales Executive,4,Married,158611,9,No,14,3,4,2,33,5,4,3,3,1,0
648,41,Yes,Travel_Rarely,Sales,27,4,Life Sciences,3,Male,4,1,Sales Representative,3,Single,96945,6,No,15,3,4,0,23,4,4,3,3,0,1
649,27,No,Travel_Rarely,Research & Development,7,3,Medical,2,Female,4,2,Research Director,3,Single,108450,9,No,14,3,4,1,9,1,4,7,2,2,2
650,43,No,Travel_Frequently,Sales,25,3,Life Sciences,3,Female,3,5,Sales Executive,2,Single,147945,4,No,25,4,2,0,25,1,2,2,0,1,2
651,31,No,Travel_Rarely,Sales,17,1,Medical,3,Male,4,2,Manager,3,Single,87515,2,Yes,25,3,3,3,13,4,2,2,2,0,2
652,26,No,Travel_Frequently,Research & Development,28,1,Marketing,4,Female,2,1,Healthcare Representative,4,Married,44689,0,No,23,3,2,2,8,3,3,0,0,0,0
653,30,No,Non-Travel,Research & Development,6,5,Life Sciences,3,Male,4,5,Healthcare Representative,1,Single,179298,5,Yes,13,3,3,0,12,0,3,7,0,3,7
654,40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,2,4,Research Scientist,3,Single,131965,2,No,23,3,2,1,22,5,3,1,1,1,1
655,21,Yes,Travel_Rarely,Research & Development,17,2,Medical,1,Female,2,1,Healthcare Representative,1,Single,54639,8,No,23,3,4,0,3,3,3,0,0,0,0
656,56,No,Non-Travel,Research & Development,29,3,Medical,3,Male,4,5,Research Scientist,3,Married,167858,0,No,18,3,3,1,38,2,4,14,3,0,6
657,29,No,Travel_Rarely,Research & Development,10,5,Life Sciences,3,Female,4,2,Research Scientist,4,Single,91172,1,Yes,12,3,3,0,11,5,2,5,5,1,1
658,36,Yes,Travel_Rarely,Sales,2,4,Other,3,Female,2,3,Manager,3,Single,108865,2,No,22,4,4,3,18,4,4,3,3,0,3
659,41,No,Non-Travel,Research & Development,9,5,Technical Degree,3,Male,4,2,Laboratory Technician,1,Single,112336,6,No,14,3,2,0,23,3,4,12,0,1,3
660,41,No,Travel_Rarely,Human Resources,14,1,Human Resources,3,Male,3,1,Manager,4,Single,78546,8,Yes,12,3,4,0,23,2,3,2,2,0,2
661,40,Yes,Travel_Rarely,Sales,17,2,Medical,3,Female,4,1,Manager,2,Divorced,32016,2,No,24,4,4,2,22,3,3,6,6,2,2
662,30,No,Travel_Rarely,Research & Development,6,5,Medical,1,Male,3,2,Research Director,3,Divorced,83953,2,No,13,3,3,1,12,2,3,4,4,0,0
663,44,No,Non-Travel,Research & Development,1,1,Marketing,3,Female,3,1,Laboratory Technician,4,Divorced,73117,5,No,22,4,3,1,26,1,3,3,0,1,0
664,40,Yes,Travel_Rarely,Research & Development,14,4,Human Resources,2,Male,4,1,Research Director,3,Single,76273,3,No,23,3,4,2,22,3,4,6,1,3,3
665,40,No,Non-Travel,Human Resources,10,5,Life Sciences,4,Male,3,4,Manager,1,Divorced,146519,5,No,21,3,2,1,22,0,4,10,3,1,10
666,57,Yes,Travel_Frequently,Sales,19,2,Other,4,Female,4,1,Sales Executive,4,Divorced,83335,4,Yes,21,3,4,2,39,0,4,1,1,1,0
667,38,No,Travel_Frequently,Sales,29,3,Other,3,Female,2,1,Manager,4,Divorced,60788,4,Yes,22,3,3,1,20,6,4,10,2,0,4
668,35,Yes,Travel_Frequently,Human Resources,13,5,Human Resources,2,Male,3,1,Human Resources,4,Divorced,57925,7,Yes,20,3,3,0,17,4,3,1,0,0,1
669,35,No,Non-Travel,Research & Development,21,4,Technical Degree,4,Male,4,2,Manager,1,Divorced,81590,6,No,22,3,4,0,17,5,3,5,2,0,5
670,37,Yes,Travel_Frequently,Research & Development,9,3,Other,3,Female,2,3,Manager,1,Married,92425,0,No,18,3,4,3,19,5,1,0,0,0,0
671,38,No,Travel_Frequently,Research & Development,25,2,Technical Degree,2,Female,4,2,Research Scientist,4,Single,105352,5,No,17,3,2,0,20,5,4,22,0,0,0
672,38,No,Travel_Frequently,Research & Development,16,3,Marketing,4,Female,3,4,Laboratory Technician,1,Married,109949,6,Yes,15,4,3,2,20,1,3,7,0,5,7
673,32,No,Non-Travel,Sales,20,4,Marketing,4,Male,3,2,Sales Executive,4,Single,86720,1,No,12,3,4,0,14,1,3,1,0,0,1
674,30,No,Travel_Rarely,Sales,18,2,Other,4,Male,4,4,Sales Representative,4,Married,110731,3,Yes,24,3,3,1,12,3,4,31,4,5,0
675,45,No,Non-Travel,Human Resources,19,2,Technical Degree,2,Male,4,2,Human Resources,4,Single,58415,7,No,19,3,4,1,27,3,3,0,0,0,0
676,34,No,Travel_Rarely,Research & Development,23,2,Marketing,4,Female,4,3,Manufacturing Director,4,Divorced,70952,5,No,16,3,3,2,16,4,3,3,0,0,0
677,50,Yes,Travel_Frequently,Sales,2,4,Human Resources,4,Female,4,2,Manager,1,Married,99973,3,No,15,3,3,1,32,3,2,2,1,0,0
678,41,No,Travel_Frequently,Human Resources,24,1,Other,3,Female,3,2,Human Resources,1,Divorced,81970,4,Yes,15,4,2,1,23,4,4,7,3,1,7
679,35,No,Non-Travel,Sales,22,5,Marketing,4,Male,4,3,Sales Representative,2,Single,104649,6,No,23,3,2,0,17,1,3,3,3,3,1
680,37,No,Travel_Rarely,Research & Development,24,1,Marketing,4,Male,4,2,Research Scientist,4,Single,90767,2,Yes,21,4,3,3,19,0,2,1,1,1,1
681,41,No,Non-Travel,Human Resources,13,2,Medical,4,Female,2,2,Manager,3,Married,81995,4,No,12,3,3,1,23,3,2,2,2,1,2
682,40,No,Travel_Frequently,Research & Development,10,1,Human Resources,4,Female,2,1,Research Director,3,Divorced,77131,8,No,11,3,3,2,22,0,1,14,0,2,0
683,48,No,Travel_Rarely,Sales,6,5,Medical,3,Female,3,1,Manager,2,Married,36747,7,No,24,4,4,1,30,5,4,3,2,3,0
